order_id,order_date,ship_date,category,product_name,sales,quantity,profit,country,city,state
CA-2013-137204,2013-04-29,2013-05-06,Chairs,"Global Stack Chair without Arms, Black",41.57,2,2.6,United States,Los Angeles,California
CA-2011-147298,2011-04-26,2011-05-03,Chairs,Bevis Steel Folding Chairs,230.28,3,23.03,United States,Los Angeles,California
CA-2014-147942,2014-04-02,2014-04-06,Labels,Avery 498,5.78,2,2.72,United States,San Francisco,California
CA-2014-115931,2014-12-23,2014-12-27,Art,Design Ebony Sketching Pencil,4.17,3,1.08,United States,Carlsbad,New Mexico
US-2014-110604,2014-05-16,2014-05-21,Furnishings,24-Hour Round Wall Clock,39.96,2,17.18,United States,Seattle,Washington
CA-2012-162369,2012-08-15,2012-08-19,Storage,Fellowes Super Stor/Drawer Files,323.1,2,61.39,United States,Los Angeles,California
US-2013-146794,2013-09-27,2013-10-02,Bookcases,Bestar Classic Bookcase,424.96,5,20.0,United States,Hesperia,California
CA-2014-112515,2014-09-18,2014-09-22,Binders,Avery Non-Stick Binders,10.78,3,3.5,United States,Provo,Utah
CA-2013-150343,2013-08-17,2013-08-21,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1,United States,San Francisco,California
CA-2012-135538,2012-12-24,2012-12-28,Chairs,SAFCO Arco Folding Chair,883.84,4,99.43,United States,Gilbert,Arizona
US-2012-139759,2012-08-25,2012-08-30,Chairs,"Global Deluxe Stacking Chair, Gray",40.78,1,4.59,United States,Los Angeles,California
CA-2014-136875,2014-12-04,2014-12-04,Paper,Xerox 1888,166.44,3,79.89,United States,San Diego,California
US-2011-160780,2011-06-21,2011-06-21,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.09,7,-8.13,United States,Pueblo,Colorado
CA-2014-137085,2014-06-30,2014-07-07,Binders,Satellite Sectional Post Binders,312.55,9,101.58,United States,Los Angeles,California
CA-2012-153220,2012-11-12,2012-11-14,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,7.06,United States,Los Angeles,California
US-2013-144211,2013-08-29,2013-09-03,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,5.61,United States,Englewood,Colorado
CA-2013-138079,2013-01-22,2013-01-28,Furnishings,"Contract Clock, 14"", Brown",109.9,5,37.37,United States,Seattle,Washington
CA-2014-155873,2014-06-17,2014-06-22,Supplies,Acme Elite Stainless Steel Scissors,16.68,2,4.34,United States,Carlsbad,New Mexico
CA-2012-121797,2012-01-30,2012-02-06,Furnishings,"Computer Room Manger, 14""",227.36,7,81.85,United States,Los Angeles,California
CA-2012-103723,2012-12-01,2012-12-06,Art,Prang Drawing Pencil Set,13.9,5,5.56,United States,Seattle,Washington
CA-2014-144827,2014-12-22,2014-12-28,Storage,"Fellowes Mobile File Cart, Black",124.36,2,33.58,United States,Costa Mesa,California
CA-2011-153479,2011-10-04,2011-10-08,Labels,Avery 512,14.45,5,6.79,United States,Vallejo,California
CA-2014-104801,2014-02-14,2014-02-20,Art,Newell 311,6.63,3,1.79,United States,Seattle,Washington
CA-2012-129770,2012-02-21,2012-02-23,Paper,Staples,49.12,4,23.09,United States,Las Cruces,New Mexico
CA-2011-149244,2011-11-04,2011-11-08,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,13.43,United States,San Diego,California
CA-2012-140144,2012-06-20,2012-06-25,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,100.48,United States,San Francisco,California
US-2011-141257,2011-06-08,2011-06-14,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.55,3,73.19,United States,Seattle,Washington
CA-2011-154669,2011-08-08,2011-08-11,Storage,Advantus Rolling Drawer Organizers,423.28,11,110.05,United States,Vacaville,California
CA-2011-158029,2011-05-26,2011-05-30,Chairs,Hon Olson Stacker Stools,225.3,2,22.53,United States,Los Angeles,California
CA-2012-155306,2012-04-17,2012-04-21,Art,Prang Drawing Pencil Set,5.56,2,2.22,United States,San Francisco,California
CA-2011-129574,2011-05-26,2011-05-29,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,23.23,United States,Murray,Utah
CA-2014-126536,2014-10-13,2014-10-15,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,1,0.44,United States,San Francisco,California
CA-2013-144729,2013-10-22,2013-10-26,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,1.54,United States,San Diego,California
CA-2012-127019,2012-12-21,2012-12-25,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.98,7,4.57,United States,Colorado Springs,Colorado
CA-2012-138534,2012-07-17,2012-07-19,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.47,2,-13.8,United States,Bakersfield,California
CA-2012-149972,2012-09-21,2012-09-23,Chairs,Hon Every-Day Series Multi-Task Chairs,601.54,4,0.0,United States,Los Angeles,California
CA-2011-154599,2011-04-12,2011-04-17,Phones,Pyle PMP37LED,1075.09,14,94.07,United States,Redondo Beach,California
US-2012-110163,2012-11-01,2012-11-04,Art,Lumber Crayons,7.88,1,1.77,United States,Salem,Oregon
CA-2014-143329,2014-11-04,2014-11-09,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,17.38,United States,Las Cruces,New Mexico
CA-2012-159380,2012-05-12,2012-05-16,Paper,Xerox 1962,12.84,3,5.78,United States,San Francisco,California
CA-2012-148635,2012-07-25,2012-07-27,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,2,0.47,United States,Seattle,Washington
CA-2013-160500,2013-05-06,2013-05-09,Binders,Computer Printout Index Tabs,6.72,5,2.35,United States,Encinitas,California
CA-2014-100202,2014-01-01,2014-01-06,Phones,Adtran 1202752G1,302.38,3,22.68,United States,Anaheim,California
CA-2011-148915,2011-11-01,2011-11-05,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5,-94.33,United States,Portland,Oregon
CA-2014-110842,2014-11-12,2014-11-17,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,2.83,United States,Los Angeles,California
CA-2013-128594,2013-08-27,2013-08-30,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,100.2,United States,San Diego,California
US-2014-103828,2014-08-14,2014-08-14,Storage,Sterilite Officeware Hinged File Box,31.44,3,8.49,United States,San Francisco,California
CA-2011-148040,2011-03-22,2011-03-26,Paper,Xerox 1951,74.35,3,23.24,United States,Tucson,Arizona
CA-2014-135167,2014-06-16,2014-06-21,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,1.75,United States,Los Angeles,California
CA-2014-137022,2014-11-17,2014-11-23,Storage,Tennsco Regal Shelving Units,811.28,8,24.34,United States,San Diego,California
US-2013-167339,2013-01-21,2013-01-23,Chairs,Global Super Steno Chair,153.57,2,-5.76,United States,San Diego,California
CA-2013-130799,2013-11-12,2013-11-17,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,2.23,United States,San Francisco,California
CA-2013-164483,2013-01-30,2013-02-03,Binders,Heavy-Duty E-Z-D Binders,17.46,2,5.89,United States,San Francisco,California
US-2013-159856,2013-10-19,2013-10-23,Chairs,Global Deluxe Steno Chair,307.92,5,-34.64,United States,Tempe,Arizona
CA-2014-102099,2014-12-19,2014-12-20,Art,Newell 327,6.63,3,1.79,United States,Los Angeles,California
CA-2014-164049,2014-11-03,2014-11-07,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5,10.73,United States,Seattle,Washington
CA-2011-127586,2011-09-26,2011-09-30,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,80.63,United States,Seattle,Washington
CA-2014-166415,2014-02-20,2014-02-24,Fasteners,Rubber Band Ball,11.22,3,0.22,United States,Seattle,Washington
CA-2014-164329,2014-01-31,2014-01-31,Storage,Space Solutions Commercial Steel Shelving,129.3,2,6.46,United States,San Francisco,California
CA-2012-168564,2012-08-08,2012-08-08,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.61,2,2.23,United States,San Francisco,California
US-2013-169040,2013-12-07,2013-12-13,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.79,1,13.72,United States,Seattle,Washington
CA-2014-126242,2014-11-20,2014-11-25,Storage,"File Shuttle II and Handi-File, Black",305.01,9,76.25,United States,Los Angeles,California
CA-2013-166443,2013-11-05,2013-11-06,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,16.46,United States,San Francisco,California
CA-2014-169859,2014-12-15,2014-12-19,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,11.02,United States,San Diego,California
CA-2014-134915,2014-11-13,2014-11-13,Accessories,Memorex Micro Travel Drive 8 GB,41.6,4,13.0,United States,Glendale,Arizona
CA-2012-158456,2012-12-24,2012-12-29,Binders,Avery Hole Reinforcements,19.94,4,7.23,United States,Los Angeles,California
CA-2014-143665,2014-04-27,2014-05-02,Paper,Strathmore Photo Mount Cards,20.34,3,9.36,United States,Seattle,Washington
CA-2014-137428,2014-12-17,2014-12-22,Chairs,"Global Deluxe Stacking Chair, Gray",81.57,2,9.18,United States,Oceanside,California
CA-2011-131310,2011-07-12,2011-07-18,Chairs,"Safco Chair Connectors, 6/Carton",123.14,4,13.85,United States,Seattle,Washington
US-2011-112872,2011-12-06,2011-12-11,Storage,File Shuttle I and Handi-File,53.42,3,4.67,United States,Springfield,Oregon
CA-2013-139010,2013-02-21,2013-02-26,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0.78,United States,Los Angeles,California
CA-2013-112893,2013-09-10,2013-09-14,Binders,VariCap6 Expandable Binder,55.36,4,18.68,United States,Stockton,California
US-2011-150532,2011-07-14,2011-07-21,Storage,Eldon Fold 'N Roll Cart System,55.92,5,6.29,United States,Phoenix,Arizona
CA-2011-130729,2011-10-24,2011-10-29,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.27,3,11.14,United States,Rancho Cucamonga,California
CA-2014-134845,2014-04-18,2014-04-24,Binders,Insertable Tab Post Binder Dividers,12.03,5,-9.22,United States,Louisville,Colorado
CA-2012-123568,2012-11-08,2012-11-14,Fasteners,Alliance Rubber Bands,5.04,3,0.2,United States,West Jordan,Utah
CA-2011-106719,2011-08-24,2011-08-24,Binders,"SlimView Poly Binder, 3/8""",8.29,2,2.69,United States,Billings,Montana
US-2013-164189,2013-03-25,2013-03-29,Phones,BlackBerry Q10,403.17,4,25.2,United States,Gresham,Oregon
US-2013-114293,2013-11-22,2013-11-27,Chairs,Novimex Fabric Task Chair,195.14,4,-12.2,United States,Gresham,Oregon
CA-2014-101749,2014-10-04,2014-10-09,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.29,3,-6.42,United States,Pasadena,California
CA-2014-149559,2014-09-12,2014-09-13,Paper,Xerox 1996,12.96,2,6.22,United States,Long Beach,California
CA-2011-137351,2011-09-30,2011-10-04,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.18,7,13.49,United States,Seattle,Washington
US-2014-148054,2014-10-07,2014-10-12,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,2.94,United States,Meridian,Idaho
CA-2014-131492,2014-10-20,2014-10-25,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,4.3,United States,San Francisco,California
CA-2014-106859,2014-03-14,2014-03-19,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,25.42,United States,Albuquerque,New Mexico
CA-2013-125206,2013-01-03,2013-01-05,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,28.62,United States,Los Angeles,California
CA-2012-126137,2012-10-03,2012-10-08,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.67,2,18.45,United States,Los Angeles,California
CA-2011-104780,2011-05-21,2011-05-25,Art,4009 Highlighters by Sanford,31.84,8,10.51,United States,San Diego,California
CA-2014-101182,2014-09-05,2014-09-06,Paper,Xerox 220,12.96,2,6.22,United States,Apple Valley,California
CA-2013-150350,2013-08-24,2013-08-31,Machines,Okidata C331dn Printer,837.6,3,62.82,United States,Seattle,Washington
CA-2011-136399,2011-12-16,2011-12-17,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,14.67,United States,Los Angeles,California
CA-2014-131828,2014-02-12,2014-02-14,Chairs,"Global Leather and Oak Executive Chair, Black",963.14,4,108.35,United States,Seattle,Washington
CA-2011-109218,2011-06-30,2011-07-03,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,10.37,United States,Los Angeles,California
US-2011-109036,2011-12-20,2011-12-25,Labels,Avery 489,31.05,3,14.9,United States,Seattle,Washington
CA-2011-128986,2011-08-03,2011-08-05,Paper,White Computer Printout Paper by Universal,93.02,3,33.72,United States,Glendale,Arizona
CA-2011-153969,2011-09-21,2011-09-25,Envelopes,Staples,15.56,2,7.31,United States,San Francisco,California
US-2014-132059,2014-09-24,2014-09-30,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.59,2,-240.78,United States,Fort Collins,Colorado
US-2014-146416,2014-10-21,2014-10-23,Labels,Avery 510,3.75,1,1.8,United States,Woodland,California
CA-2012-149384,2012-07-10,2012-07-10,Binders,Accohide Poly Flexible Ring Binders,3.37,3,-2.24,United States,Tempe,Arizona
CA-2011-158372,2011-11-10,2011-11-16,Phones,Jabra SPEAK 410,601.54,8,60.15,United States,San Diego,California
CA-2013-108882,2013-01-09,2013-01-15,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,118.98,United States,Fresno,California
CA-2014-150189,2014-07-09,2014-07-11,Labels,Avery 485,75.18,6,35.33,United States,San Mateo,California
CA-2011-114433,2011-05-13,2011-05-17,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,52.49,United States,Oakland,California
CA-2011-108189,2011-10-02,2011-10-05,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2,3.41,United States,Tempe,Arizona
CA-2013-138933,2013-04-25,2013-04-28,Binders,Cardinal Holdit Business Card Pockets,3.98,1,1.39,United States,Riverside,California
US-2014-140907,2014-12-11,2014-12-13,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,4.91,United States,Seattle,Washington
CA-2013-159730,2013-09-18,2013-09-22,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,9.97,United States,Seattle,Washington
CA-2013-155474,2013-07-09,2013-07-15,Phones,Logitech Mobile Speakerphone P710e -Â speaker phone,107.98,1,9.45,United States,Seattle,Washington
CA-2011-140662,2011-11-17,2011-11-19,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,8.0,United States,San Francisco,California
CA-2012-155145,2012-12-27,2012-12-29,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,3.48,United States,Visalia,California
CA-2012-146038,2012-02-09,2012-02-16,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,22.94,United States,Los Angeles,California
CA-2014-133865,2014-05-09,2014-05-13,Copiers,Canon Imageclass D680 Copier / Fax,3359.95,6,1049.98,United States,Los Angeles,California
CA-2012-157770,2012-12-13,2012-12-15,Phones,Plantronics Voyager Pro Legend,494.38,3,49.44,United States,Temecula,California
CA-2011-106264,2011-12-26,2011-12-30,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.12,United States,San Diego,California
US-2012-110569,2012-05-23,2012-05-30,Binders,Cardinal EasyOpen D-Ring Binders,19.19,7,-12.8,United States,Phoenix,Arizona
CA-2014-136308,2014-11-17,2014-11-17,Machines,Bady BDG101FRU Card Printer,1919.98,3,216.0,United States,San Francisco,California
US-2011-133130,2011-09-27,2011-10-01,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,45.29,United States,San Diego,California
CA-2012-165057,2012-09-11,2012-09-15,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,48.96,United States,Redlands,California
US-2014-109253,2014-08-22,2014-08-23,Art,Newell 336,17.12,4,4.96,United States,Oakland,California
CA-2012-112011,2012-08-13,2012-08-20,Art,50 Colored Long Pencils,50.8,5,13.21,United States,Yucaipa,California
US-2013-157308,2013-08-18,2013-08-22,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.71,4,5.7,United States,Seattle,Washington
US-2011-134733,2011-09-23,2011-09-28,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",436.0,3,20.52,United States,San Diego,California
CA-2011-115161,2011-02-01,2011-02-03,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.67,2,3.42,United States,Mission Viejo,California
CA-2012-115511,2012-11-21,2012-11-25,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,41.17,United States,Las Vegas,Nevada
CA-2014-123778,2014-09-24,2014-10-01,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.82,6,9.04,United States,San Francisco,California
CA-2011-166471,2011-08-09,2011-08-13,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.17,4,68.2,United States,Seattle,Washington
CA-2012-152527,2012-10-17,2012-10-17,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,3.89,United States,Los Angeles,California
CA-2013-100244,2013-09-21,2013-09-25,Paper,Strathmore Photo Frame Cards,65.79,9,30.26,United States,San Francisco,California
CA-2012-151841,2012-04-27,2012-05-02,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5,3.27,United States,Aurora,Colorado
CA-2013-134803,2013-05-29,2013-06-04,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,78.67,United States,Los Angeles,California
CA-2014-148264,2014-12-09,2014-12-10,Storage,Akro-Mils 12-Gallon Tote,29.79,3,8.64,United States,Inglewood,California
CA-2014-131212,2014-12-06,2014-12-10,Binders,GBC Wire Binding Combs,24.82,3,8.38,United States,Bellevue,Washington
CA-2012-144099,2012-11-29,2012-11-30,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.3,1,1.56,United States,San Francisco,California
CA-2013-162614,2013-10-08,2013-10-14,Binders,GBC Recycled VeloBinder Covers,27.26,2,8.86,United States,Los Angeles,California
CA-2011-168592,2011-09-08,2011-09-14,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,24.36,United States,San Francisco,California
US-2013-150035,2013-12-02,2013-12-06,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,4.35,United States,San Francisco,California
CA-2011-143385,2011-08-31,2011-09-05,Accessories,KeyTronicÂ KT400U2 -Â KeyboardÂ - Black,92.52,9,18.5,United States,Santa Fe,New Mexico
CA-2013-131289,2013-12-09,2013-12-15,Art,Newell 341,8.56,2,2.48,United States,San Francisco,California
CA-2013-107328,2013-08-09,2013-08-16,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.02,2,12.83,United States,Los Angeles,California
CA-2012-168767,2012-04-10,2012-04-15,Binders,Insertable Tab Post Binder Dividers,12.83,2,4.33,United States,Sacramento,California
CA-2013-137673,2013-09-06,2013-09-11,Accessories,HP Standard 104 key PS/2 Keyboard,116.0,8,29.0,United States,San Diego,California
CA-2013-130680,2013-06-25,2013-06-30,Phones,Macally Suction Cup Mount,38.24,4,-9.56,United States,San Diego,California
CA-2011-110849,2011-04-18,2011-04-23,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.97,4,97.19,United States,Los Angeles,California
CA-2011-120838,2011-03-23,2011-03-26,Storage,Economy Rollaway Files,330.4,2,85.9,United States,Los Angeles,California
CA-2014-118542,2014-12-02,2014-12-06,Paper,Xerox 1905,45.36,7,21.77,United States,Los Angeles,California
CA-2014-152737,2014-11-08,2014-11-13,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.79,4,7.63,United States,San Francisco,California
CA-2013-130029,2013-07-04,2013-07-07,Paper,Xerox 200,12.96,2,6.22,United States,Los Angeles,California
CA-2014-168109,2014-07-04,2014-07-04,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2,26.39,United States,Seattle,Washington
CA-2013-103163,2013-06-08,2013-06-12,Binders,Avery Hanging File Binders,4.78,1,1.55,United States,Bakersfield,California
CA-2014-161823,2014-09-04,2014-09-09,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,1.67,United States,San Francisco,California
CA-2014-138310,2014-06-27,2014-07-01,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.93,9,64.79,United States,Denver,Colorado
CA-2014-141929,2014-09-05,2014-09-09,Binders,Ibico Hi-Tech Manual Binding System,487.98,2,152.5,United States,Los Angeles,California
CA-2014-113530,2014-05-20,2014-05-22,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.41,12,42.59,United States,San Francisco,California
CA-2011-169726,2011-08-09,2011-08-13,Binders,Ibico Ibimaster 300 Manual Binding System,2060.74,7,643.98,United States,Seattle,Washington
CA-2014-132178,2014-05-04,2014-05-09,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,19.47,United States,Los Angeles,California
CA-2011-156594,2011-12-20,2011-12-23,Binders,Ibico Hi-Tech Manual Binding System,487.98,2,152.5,United States,Los Angeles,California
CA-2011-146528,2011-07-25,2011-07-27,Paper,Xerox 1966,6.48,1,3.18,United States,Los Angeles,California
CA-2013-161676,2013-07-19,2013-07-24,Supplies,"Elite 5"" Scissors",33.8,5,4.22,United States,Glendale,Arizona
CA-2011-129364,2011-12-08,2011-12-13,Labels,Avery 499,27.89,7,9.06,United States,Salem,Oregon
CA-2012-156440,2012-12-05,2012-12-09,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,14.67,United States,San Diego,California
CA-2013-102792,2013-12-14,2013-12-20,Art,Crayola Colored Pencils,9.84,3,3.25,United States,Riverside,California
CA-2014-140760,2014-06-03,2014-06-06,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.34,6,7.92,United States,Mesa,Arizona
US-2012-131359,2012-10-30,2012-11-02,Machines,Lexmark S315 Color Inkjet Printer,59.99,2,-46.0,United States,Denver,Colorado
CA-2012-151680,2012-11-19,2012-11-21,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2,22.71,United States,Seattle,Washington
CA-2011-140039,2011-09-13,2011-09-17,Storage,Eldon File Chest Portable File,79.4,5,5.96,United States,Tempe,Arizona
CA-2014-113670,2014-10-16,2014-10-18,Tables,Bush Advantage Collection Round Conference Table,510.24,3,6.38,United States,Los Angeles,California
CA-2014-166198,2014-04-22,2014-04-25,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,3.46,United States,Seattle,Washington
CA-2011-135608,2011-12-08,2011-12-10,Paper,Xerox 1964,45.68,2,21.01,United States,Olympia,Washington
US-2011-169789,2011-12-30,2012-01-04,Binders,Ibico Ibimaster 300 Manual Binding System,551.98,5,-459.99,United States,Phoenix,Arizona
CA-2013-151512,2013-12-27,2014-01-03,Appliances,Harmony HEPA Quiet Air Purifiers,18.72,2,3.51,United States,Denver,Colorado
CA-2014-161956,2014-08-28,2014-08-30,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,99.23,United States,Inglewood,California
CA-2012-167745,2012-09-18,2012-09-23,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,5.49,United States,Los Angeles,California
CA-2013-155530,2013-12-18,2013-12-22,Tables,Bretford Â“Just In TimeÂ” Height-Adjustable Multi-Task Work Tables,2003.52,6,-325.57,United States,San Francisco,California
CA-2012-107937,2012-05-03,2012-05-08,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,106.54,United States,Chula Vista,California
CA-2013-144218,2013-11-01,2013-11-05,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,282.21,United States,Los Angeles,California
CA-2011-107139,2011-07-05,2011-07-11,Binders,Vinyl Sectional Post Binders,180.96,6,67.86,United States,Los Angeles,California
US-2011-117163,2011-01-28,2011-02-03,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,14.31,United States,San Diego,California
CA-2011-100363,2011-04-08,2011-04-15,Fasteners,Binder Clips by OIC,2.37,2,0.83,United States,Glendale,Arizona
CA-2011-126760,2011-07-26,2011-08-02,Phones,Apple iPhone 5S,911.98,2,114.0,United States,North Las Vegas,Nevada
CA-2011-101931,2011-10-28,2011-10-31,Binders,Avery Non-Stick Binders,7.18,2,2.24,United States,Los Angeles,California
US-2014-131849,2014-06-07,2014-06-11,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,1,2.18,United States,San Francisco,California
CA-2011-140816,2011-12-20,2011-12-20,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.94,7,89.59,United States,Thornton,Colorado
CA-2014-123246,2014-10-18,2014-10-20,Art,Economy #2 Pencils,10.64,4,2.77,United States,San Diego,California
CA-2011-124709,2011-07-27,2011-07-29,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,38.08,United States,San Francisco,California
CA-2012-132486,2012-10-23,2012-10-27,Accessories,Maxell DVD-RAM Discs,148.32,9,63.78,United States,San Diego,California
CA-2012-129896,2012-06-15,2012-06-20,Paper,Xerox 1895,9.57,2,2.99,United States,Gilbert,Arizona
US-2013-163881,2013-11-25,2013-12-01,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,217.77,United States,Los Angeles,California
US-2012-119312,2012-10-02,2012-10-07,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,75.7,United States,Los Angeles,California
US-2014-142573,2014-07-19,2014-07-24,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,5,-448.9,United States,Phoenix,Arizona
CA-2011-103940,2011-09-17,2011-09-21,Storage,Eldon Gobal File Keepers,30.28,2,1.21,United States,Seattle,Washington
CA-2014-123001,2014-09-03,2014-09-09,Art,"OIC #2 Pencils, Medium Soft",9.4,5,2.73,United States,Bakersfield,California
CA-2013-133144,2013-05-17,2013-05-22,Paper,Xerox 196,17.34,3,8.5,United States,Los Angeles,California
US-2013-151862,2013-03-02,2013-03-09,Phones,RCA ViSYS 25423RE1 Corded phone,159.98,2,14.0,United States,Denver,Colorado
CA-2013-114951,2013-06-27,2013-07-04,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,6.42,United States,San Francisco,California
CA-2014-134838,2014-02-20,2014-02-21,Art,Newell 320,12.84,3,3.47,United States,Los Angeles,California
CA-2013-146010,2013-05-21,2013-05-24,Binders,GBC Durable Plastic Covers,40.64,7,-32.51,United States,Colorado Springs,Colorado
CA-2011-135090,2011-11-22,2011-11-26,Paper,Xerox 1895,53.82,9,24.22,United States,Los Angeles,California
CA-2014-101308,2014-10-03,2014-10-08,Fasteners,Staples,8.94,3,4.11,United States,Seattle,Washington
CA-2014-119564,2014-12-16,2014-12-21,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77,3,9.79,United States,Seattle,Washington
CA-2013-135265,2013-07-08,2013-07-10,Chairs,"Global Leather Task Chair, Black",287.97,4,-3.6,United States,Los Angeles,California
CA-2013-108735,2013-04-18,2013-04-22,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.5,3,24.24,United States,Lakewood,California
CA-2011-116834,2011-10-11,2011-10-16,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,19.04,United States,Seattle,Washington
